id,date,scientific name,name,score,latitude,longitude,altitude,accuracy,notes,tags,predictions,questionnaire
"11edb2a7-4d1f-5917-91ff-b6d10b75fb17","2025-05-19T17_37_05Z","Galium odoratum","Woodruff",99.66025352478027,43.540272,-79.590363972222,45.488,1,"","","",""
"72933538-d266-5d09-9d58-30ca6922f916","2025-05-19T17_36_06Z","Syringa vulgaris","Common lilac",99.2112934589386,"","","","","","","",""
"72933538-d266-5d09-9d58-30ca6922f916","2025-05-19T17_34_27Z","Brunnera macrophylla","False forget-me-not",98.221355676651,"","","","","","","",""
"72933538-d266-5d09-9d58-30ca6922f916","2025-05-19T17_25_24Z","Lamprocapnos spectabilis","Bleeding heart",99.88994598388672,"","","","","","","",""
"72933538-d266-5d09-9d58-30ca6922f916","2025-05-19T17_23_22Z","Chelidonium majus","Greater celandine",97.12691307067871,"","","","","","","",""
"f9d4d6ee-69be-5412-a712-2a93af49d868","2025-05-19T17_20_47Z","Pieris japonica","Japanese pieris",96.52131199836731,43.540204,-79.596033,56.013,1,"","","",""
"597b1a94-dea5-5897-9e4f-c41fa3c98072","2025-05-19T17_18_30Z","Malus sylvestris agg.","European crab apple",24.053330719470978,43.540379,-79.596480972222,43.294,1,"","","Malus baccata: 21.7945545911789",""
"7154cca3-56e2-5955-a2ed-f51efe21f7b9","2025-05-19T17_15_40Z","Rhododendron catawbiense","Catawba rhododendron",37.799033522605896,43.540371,-79.596863972222,38.066,1,"","","",""
"d8041358-60c2-5317-8313-9ed1f7d47d33","2025-05-19T17_14_43Z","Prunus serrulata","Japanese cherry",92.38211512565613,43.540374972222,-79.597329972222,20.029,1,"","","",""
"27ad775b-441a-5796-a157-95985de10f14","2025-05-19T17_13_57Z","Viburnum carlesii","Korean spice viburnum",94.91413235664368,43.540503,-79.597595972222,4.893,1,"","","",""
"c2c4d733-ec73-5506-a50a-474ac992b26d","2025-05-19T17_08_04Z","Ajuga reptans","Bugle",99.38488006591797,43.537697,-79.600713972222,45.657,1,"","","",""
"dd58b0d7-00b8-549c-8378-c7589663c2c7","2025-05-19T17_04_22Z","Cercis canadensis","Eastern redbud",99.46187138557434,43.535988,-79.601264972222,36.328,1,"","","",""
"e8c1868d-6528-5b3b-be8c-b870c8ffda2b","2025-05-19T17_04_08Z","Glechoma hederacea agg.","Ground ivy",98.97218346595764,43.535977,-79.601271972222,36.552,1,"","","",""
"c25eadcd-df0e-5fd3-a9dc-76a5770b7d2d","2025-05-19T16_33_22Z","Syringa vulgaris","Common lilac",99.65708255767822,43.561152972222,-79.719074,168.115,1,"","","",""
"4c7e32ac-3088-5c2c-852b-1bb2111a64a3","2025-05-13T14_14_40Z","Brunnera macrophylla","False forget-me-not",99.09301400184631,43.473393972222,-80.542417,309.572,1,"","","",""
"18e2a579-4b66-5ad8-b08e-916645dd509e","2025-05-13T14_14_27Z","Cercis canadensis","Eastern redbud",96.11585140228271,43.473317,-80.542447972222,328.52,1,"","","",""
"c051fae6-fcd1-51ed-a746-30f215b1a6fe","2025-05-12T22_07_01Z","Prunus serrulata","Japanese cherry",46.74789607524872,43.472104,-80.538251972222,310.021,1,"","","",""
"c8358d21-b5f9-5a40-80e3-15b325e410d4","2025-05-12T22_06_48Z","Malus pumila","Apple",74.55907464027405,43.472172,-80.538295,318.406,1,"","","Malus sylvestris agg.: 22.1501007676125",""
"dd748663-5970-5532-bbe7-4245763bf0f0","2025-05-12T22_04_11Z","Amelanchier arborea","Downy serviceberry",58.316391706466675,43.472056972222,-80.540121972222,308.599,1,"","","Amelanchier lamarckii: 36.9268238544464",""
"d0604115-ea3d-5b3e-9f89-0eb3513e6e86","2025-05-11T17_32_58Z","Petunia atkinsiana","",79.77926731109619,43.560940972222,-79.718914972222,155.459,1,"","","",""
"a8a65733-763c-5e78-a21f-32514ff53df9","2025-05-09T14_23_57Z","Fritillaria imperialis","Crown imperial",99.78889226913452,43.473424972222,-80.542339972222,328.268,1,"","","",""
"9cc6b052-d082-5cd0-92a6-484e6388d36c","2025-05-06T21_54_08Z","Amelanchier canadensis","Canadian serviceberry",35.422688722610474,43.482913,-80.541697972222,312.326,1,"","","Amelanchier lamarckii: 26.6010165214539, Amelanchier arborea: 23.4245926141739",""
"ca7d2b92-f624-5cb4-a60c-9d2355f6f57a","2025-05-06T15_41_19Z","Myosotis sylvatica agg.","Wood forget-me-not",97.4241554737091,43.471387,-80.543068,385.915,1,"","","",""
"cd3edc9d-1d5d-56ac-aab7-8098b2e5c170","2025-05-06T15_40_52Z","Tulipa gesneriana","Didier's tulip",98.4569251537323,43.471184972222,-80.543231,367.421,1,"","","",""
"32fb39c4-ca74-510d-a9a6-723d049fb324","2025-05-05T21_05_00Z","Amelanchier arborea","Downy serviceberry",81.56378865242004,43.47057,-80.538877972222,278.474,1,"","","",""
"08d56c8f-4f6e-5fa0-af3a-06016a65159b","2025-05-05T21_00_26Z","Berberis aquifolium","Hollyleaved barberry",98.82235527038574,43.470857972222,-80.542705972222,320.385,1,"","","",""
"8cf4ed8a-0494-5d36-9746-ffbf1c588fe2","2025-04-30T19_14_00Z","Pyrus calleryana","Callery pear",94.5250391960144,43.473171,-80.533569972222,309.931,1,"","","",""
"82a04cd3-f94e-5928-8ac1-3711cf30aca5","2025-04-30T19_13_53Z","Ribes aureum","Golden currant",99.80069398880005,43.473188,-80.533618,303.87,1,"","","",""
"bb5f6c79-c770-5d67-b61d-5a9a54d43bd2","2025-04-27T13_31_15Z","Magnolia stellata","Star magnolia",82.46486783027649,43.588886,-79.642752,98.852,1,"","","",""
"fdcc500d-a129-5257-84ab-1bd9330116cd","2025-04-26T23_20_38Z","Aubrieta deltoidea","Aubretia",99.3450403213501,43.46497,-79.726135972222,121.257,1,"","","",""
"b65ca419-e92d-5cb1-9725-b8c64c163e24","2025-04-26T23_20_18Z","Cardamine hirsuta","Hairy bitter-cress",99.34679865837097,43.468474,-79.710013,0,1,"","","",""
"c9bb1edb-732e-5dc9-a635-6ff3709995d2","2025-04-26T23_08_04Z","Carex pensylvanica","Pennsylvania sedge",93.7873899936676,43.463726972222,-79.726414,133.455,1,"","","",""
"d328fb20-85f6-5dcb-b811-919af3d341de","2025-04-26T00_03_06Z","Forsythia","Forsythias",99.86718893051147,43.557935972222,-79.713207972222,127.968,1,"","","",""
"a05e66b6-c676-5c7d-bd37-5ee2df016590","2025-04-21T19_45_21Z","Euphorbia myrsinites","Myrtle spurge",99.42455291748047,43.473802972222,-80.533106,317.184,1,"","","",""
"7e0ca8d3-bec3-54e6-b1b1-69f3bcd1183f","2025-04-19T15_46_08Z","Viola odorata","Sweet violet",98.88359904289246,43.466344972222,-80.518161,288.102,1,"","","",""
"01901ed9-9418-5c70-9e03-206ae9a730e6","2025-04-19T15_39_56Z","Viola wittrockiana","Pansy",77.0264983177185,43.464804972222,-80.522264,306.059,1,"","","Viola cornuta: 20.5130860209465",""
"544b51af-631d-5bba-8617-e97277a41425","2025-04-19T15_28_53Z","Crocus vernus","Spring crocus",97.98142313957214,43.466414,-80.524022,316.313,1,"","","",""
"1f16e134-3c9a-57c0-90ae-040b08b7973d","2025-04-19T15_28_45Z","Hyacinthus orientalis","Hyacinth",99.44920539855957,43.466338972222,-80.523928972222,332.224,1,"","","",""
"f467f74f-400b-5a9f-9d11-7699358861fe","2025-04-19T15_25_21Z","Narcissus pseudonarcissus","Daffodil",91.97015762329102,43.468238972222,-80.525754,303.56,1,"","","",""
"24005425-9896-59ef-b45e-69882158b12b","2025-04-19T15_24_50Z","Puschkinia scilloides","Striped squill",99.8753309249878,43.468887,-80.523528972222,0,1,"","","",""
"e2f40b01-b49a-5f68-b284-e1901e9bc0c5","2025-04-13T16_14_21Z","Scilla sardensis","Lesser glory-of-the-snow",83.20748209953308,43.470373972222,-80.541066972222,299.8,1,"","","",""
"fd16333d-e7e7-54e7-9b21-961c634d8769","2025-04-08T00_10_45Z","Hylocereus undatus","Belle of the night",73.41301441192627,43.4700742,-80.5162778,284.11216870251,50.215999603271,"","","",""
"72933538-d266-5d09-9d58-30ca6922f916","2025-03-21T18_47_43Z","Cyclanthera pedata","Caribbean pygmymelon",98.22524189949036,"","","","","","","",""
"6a08797d-6dbd-59f3-97a5-2f58526a89d4","2025-03-21T17_49_40Z","Crocus tommasinianus","Early crocus",57.85483121871948,43.470444,-80.545816972222,303.295,1,"","","Crocus tommasinianus: 40.4974311590195",""
"eb1c86b9-3bed-5ba2-a747-ea5057252869","2024-12-28T00_18_08Z","Achillea filipendulina","Fern-leaf yarrow",98.31843376159668,47.620795972222,-122.348174,13.2,1,"","","",""
"0daeb6c0-7cab-57da-9042-dbfdfc54ee69","2024-12-20T22_31_17Z","Eriocapitella hupehensis","Japanese thimbleweed",63.412678241729736,49.267763,-123.253775,102.074,1,"","","Eriocapitella hybrida: 26.2833148241043",""
"72933538-d266-5d09-9d58-30ca6922f916","2024-12-20T22_25_29Z","Ilex aquifolium","Holly",98.8479495048523,"","","","","","","",""
"72933538-d266-5d09-9d58-30ca6922f916","2024-12-20T21_14_39Z","Skimmia japonica","Japanese skimmia",99.80177879333496,"","","","","","","",""
"7133a7b8-f5a4-57a5-b31d-42246c487319","2024-11-09T21_09_25Z","Strelitzia nicolai","Natal wild banana",89.73389863967896,43.473103972222,-80.544140972222,303.9,1,"","","",""
"073568a6-fcbf-51ec-bd82-98cd70482186","2024-11-06T18_50_41Z","Tanacetum vulgare","Common tansy",97.15694785118103,43.475458,-80.543034,300.487,1,"","","",""
"baa8ebde-7961-5176-afe7-6180cd2ddd00","2024-11-03T18_45_53Z","Gleditsia triacanthos","Honey locust",99.42936301231384,43.473283,-80.53417,299.802,1,"","","",""
"2e04ba42-994c-5894-817f-9a7bfce57ec4","2024-11-03T18_21_42Z","Symphyotrichum novae-angliae","Hairy michaelmas-daisy",99.72169995307922,43.467123972222,-80.528908972222,296.949,1,"","","",""
"274e4b10-a91d-53f9-b92a-7928a75e7cea","2024-10-28T18_16_41Z","Sonchus oleraceus","Smooth sow-thistle",94.60117816925049,43.481608,-80.527179,309.488,1,"","","",""
"72933538-d266-5d09-9d58-30ca6922f916","2024-10-20T12_28_10Z","Symphyotrichum pilosum","Frost aster",93.30355525016785,"","","","","","","",""
"c9f4f962-e8f1-5462-9c6c-b80232652cfd","2024-10-16T18_12_05Z","Hylotelephium ewersii","Pink mongolian stonecrop",54.560571908950806,43.472284,-80.535443,330.455,1,"","","",""
"94b83f92-5500-5169-8dd9-267bdb97b8bf","2024-10-16T18_07_02Z","Ligustrum vulgare","European privet",99.77070093154907,43.475240972222,-80.535662972222,320.3,1,"","","",""
"b96b3255-6ea7-534b-bf54-adfa23a2fac8","2024-10-14T18_19_16Z","Symphyotrichum novae-angliae","Hairy michaelmas-daisy",99.60475564002991,43.574353972222,-79.696477972222,101.703,1,"","","",""
"48c8a668-9616-5279-8d23-b1e70f26d414","2024-10-14T18_17_26Z","Echinocystis lobata","Wild cucumber",99.80686902999878,43.574331972222,-79.696475,98.544,1,"","","",""
"d095e123-7683-5a2f-9ed4-821b740e595b","2024-10-14T18_13_50Z","Parthenocissus quinquefolia agg.","Virginia creeper",92.41259098052979,43.574390972222,-79.694435972222,101.316,1,"","","",""
"b4a179e6-836b-5ee0-acbc-fc0cf228c9c3","2024-10-14T18_07_56Z","Monarda fistulosa","Wild bergamot",98.9242434501648,43.5745749,-79.6936464,100.35456800648,13.9359998703,"","","",""
"00c42a14-35b7-53b4-8ac6-ef9f75b4a5ad","2024-10-14T18_03_25Z","Vitis vulpina","Frost grape",30.283832550048828,43.5744339,-79.6939706,96.111755371094,18.224000930786,"","","",""
"d8c211a6-8a63-5a1d-8b10-8712905fefb2","2024-10-14T18_02_21Z","Rhamnus cathartica","Common buckthorn",89.08878564834595,43.5747532,-79.6940779,97.204406738281,20.368000030518,"","","",""
"62086fef-5e03-5bf5-a21d-2d10a3eaaab9","2024-10-13T18_51_22Z","Ilex aquifolium","Holly",91.28317832946777,43.564211972222,-79.720105,149.767,1,"","","",""
"baec2b69-19d4-5209-880b-5aeae90192cd","2024-10-12T19_05_45Z","Setaria viridis","Green bristle grass",89.85752463340759,43.5609632,-79.7190047,140.30000305176,13.39999961853,"","","",""
"f20156a6-783f-5f41-b2de-0dbe6a78f18f","2024-10-12T19_04_44Z","Phlox paniculata","Fall phlox",71.51790261268616,43.5609346,-79.7189165,139.70001220703,16.079999923706,"","","",""
"f354aae5-90a6-586b-b2c6-935f68c81d63","2024-10-12T19_03_55Z","Aquilegia vulgaris agg.","Common columbine",77.50152945518494,43.560618,-79.7187322,139.70001220703,60.833000183105,"","","",""
"02ad3f9f-2a8e-5556-9b45-d6038a4fe377","2024-10-12T19_02_05Z","Euonymus fortunei","Winter creeper",93.35663318634033,43.5610026,-79.7189992,140.30000305176,100,"","","",""
"b1201aec-61bf-525d-829a-d54b26c31f05","2024-10-11T21_42_13Z","Echinochloa crus-galli","Barnyard grass",79.2352020740509,43.4705438,-80.5357789,301.90002441406,13.9359998703,"","","",""
"81473d3c-8d4e-5ea3-8a46-90c12f4f5856","2024-10-11T17_47_24Z","Oenothera","Evening-primroses",99.79491233825684,43.470843,-80.545305972222,293.968,1,"","","",""
"4d7a8ada-57b3-5a63-95e3-60a311c797bd","2024-10-11T17_47_01Z","Rosa multiflora","Many-flowered rose",98.26323390007019,43.470861972222,-80.545288972222,291.342,1,"","","",""
"ce70c7e6-4ed8-563c-8e4d-3390fdc09c6f","2024-10-11T17_46_15Z","Cephalanthus occidentalis","Buttonbush",99.54312443733215,43.470852,-80.545466,294.764,1,"","","",""
"421825d7-61f8-50e9-b2d2-f7403917f609","2024-10-10T19_55_51Z","Malus sieboldii","Toringa crab apple",50.46354532241821,43.475887,-80.539214972222,317.421,1,"","","Malus baccata: 30.1310539245605",""
"bbd0b62f-681e-56de-b2a1-36f4819df9be","2024-09-30T21_25_33Z","Ipomoea batatas","Sweet potato",97.6740837097168,43.4695316,-80.5422,304.91302250881,16.347999572754,"","","",""
"5c2fb01e-22a5-5416-b06e-488977204176","2024-09-30T21_24_15Z","Salvia farinacea","Mealycup sage",98.56593012809753,43.4690726,-80.5421047,301.45761323021,17.152000427246,"","","",""
"c35b42c7-cdb5-5faf-968e-10686506476f","2024-09-30T21_23_21Z","Coleus scutellarioides","Common coleus",98.98989200592041,43.4691124,-80.5420618,300.62646055978,36.33519744873,"","","",""
"a56cde03-b04b-5bd1-8b91-786921878726","2024-09-29T21_07_42Z","Perilla frutescens","Perilla",99.62886571884155,43.560987,-79.7189831,139.60000610352,6.0739998817444,"","","",""
"e499c02f-32c1-5afa-a526-b2195b2a5a91","2024-09-29T21_07_13Z","Allium tuberosum","Chinese chives",90.2946412563324,43.5609849,-79.7189939,140.30000305176,6.7890000343323,"","","",""
"566a06b4-44aa-5e28-8c3c-58cf0ea6e846","2024-09-29T21_05_52Z","Amaranthus hybridus","Green amaranth",44.70052123069763,43.560901,-79.7190148,140.30000305176,3.7520000934601,"","","Amaranthus caudatus: 29.5119971036911, Amaranthus hybridus: 21.6532588005066",""
"eb3fa732-ceac-5112-9f64-73217282aebc","2024-09-29T21_03_41Z","Convallaria majalis","Lily-of-the-valley",96.76576852798462,43.5609085,-79.7189827,139.60000610352,4.5019998550415,"","","",""
"689ea387-f814-5bc7-841c-e623b221534b","2024-09-29T21_03_21Z","Rhamnus cathartica","Common buckthorn",99.49331283569336,43.5608752,-79.718987,139.60000610352,5.3600001335144,"","","",""
"42196c55-fff1-580a-bf15-949527569a3d","2024-09-29T21_02_30Z","Euonymus fortunei","Winter creeper",95.60994505882263,43.5603772,-79.7188497,139.70001220703,60.944000244141,"","","",""
"2ef0abb1-73eb-5a65-8efb-45dce963c647","2024-09-26T22_33_22Z","Rudbeckia hirta","Black-eyed susan",99.53251481056213,43.465567972222,-80.529138,322.734,1,"","","",""
"4b3fe10f-ec8e-5239-bd02-3e3d1de0be01","2024-09-26T21_36_01Z","Solidago canadensis","Canadian goldenrod",97.35044240951538,43.467270972222,-80.531908972222,290.39,1,"","","",""
"4da8b147-4265-5caf-9eef-46ad42debbbb","2024-09-25T21_27_55Z","Cornus sanguinea","Bloodtwig dogwood",98.00733923912048,43.469388,-80.541669972222,314.412,1,"","","",""
"19853f98-0047-5692-8435-0d5ff056468e","2024-09-25T21_26_08Z","Euonymus alatus","Burning bush",98.11909794807434,43.469493972222,-80.540509972222,317.632,1,"","","",""
"72933538-d266-5d09-9d58-30ca6922f916","2024-09-21T21_37_24Z","Capsicum annuum","Cayenne pepper",88.09979557991028,"","","","","","","",""
"cfa0c0bd-5c7a-5386-bebe-45c81fb247b5","2024-09-21T19_48_05Z","Rhamnus cathartica","Common buckthorn",99.45957660675049,43.492668972222,-80.542716972222,314.41,1,"","","",""
"f28f418e-f7e5-5cba-b8da-074c931bc568","2024-09-21T19_46_36Z","Symphyotrichum ericoides","Heath aster",99.39249157905579,43.492702,-80.542216972222,359.799,1,"","","",""
"3e5d92a6-e41b-5c5b-b37a-a1490e822352","2024-09-17T22_27_27Z","Berteroa incana","Hoary alyssum",99.59580898284912,43.474882972222,-80.538206972222,255.338,1,"","","",""
"d1ee3390-4523-50c3-9db9-c77cbbd19946","2024-09-17T15_41_10Z","Leontodon saxatilis","Lesser hawkbit",59.56963896751404,43.471134972222,-80.529173972222,275.136,1,"","","Leontodon saxatilis: 20.182666182518",""
"c7f458c9-ef5c-5cc1-bb20-e31a1bb671c3","2024-09-17T15_31_50Z","Clematis terniflora","Sweet autumn clematis",96.74201011657715,43.475639972222,-80.533045972222,325.245,1,"","","",""
"61ed71d9-32a8-5e44-8ab0-0afe6cfd870a","2024-09-17T15_30_05Z","Euonymus alatus","Burning bush",99.4941771030426,43.476402972222,-80.533811,324.043,1,"","","",""
"8a15beb2-c9bb-562a-a127-7af58cc8b0d4","2024-09-17T15_28_17Z","Eriocapitella hupehensis","Japanese thimbleweed",57.89623260498047,43.475875972222,-80.535775,318.2,1,"","","Eriocapitella hupehensis: 30.4832309484482",""
"564c8250-7036-5f42-bf41-0fdb3a3b422f","2024-09-16T19_08_24Z","Cortaderia selloana","Pampas grass",99.57017302513123,43.469636,-80.542536972222,293.988,1,"","","",""
"e20d1874-7fba-532f-ba5f-2133667bc189","2024-09-14T16_17_20Z","Symphoricarpos albus","Common snowberry",99.33745265007019,43.500957972222,-80.530345972222,312.07,1,"","","",""
"b4dc3501-14f1-5a3f-b479-54fa32fb44e1","2024-09-09T23_25_50Z","Schizachyrium scoparium","Little bluestem",78.1546413898468,43.468158,-80.542394,316.867,1,"","","",""
"32284654-c961-594c-bf04-fa82587f55ac","2024-09-09T21_18_11Z","Gynandropsis gynandra","Spiderwisp",40.88209867477417,43.472651972222,-80.542676,314.163,1,"","","Gynandropsis gynandra: 35.408142209053",""
"5a0ba203-bfda-5b5c-ab0a-339b719ab7f9","2024-09-03T21_31_25Z","Tripleurospermum maritimum agg.","Sea mayweed",97.18767404556274,43.472929972222,-80.543463,301.8,1,"","","",""
"bd5dcb57-d578-501d-952d-b85dba5bb1b1","2024-09-03T20_05_37Z","Aesculus hippocastanum","Horse-chestnut",99.85716938972473,43.472343,-80.543548,290.56,1,"","","",""
"72933538-d266-5d09-9d58-30ca6922f916","2024-08-30T19_21_48Z","Alcea rosea","Hollyhock",96.50436043739319,"","","","","","","",""
"72933538-d266-5d09-9d58-30ca6922f916","2024-08-27T21_23_09Z","Hydrangea paniculata","Panicled hydrangea",93.73331665992737,"","","","","","","",""
"d92f73cb-1c22-5cec-b7b4-fa3b3b9d2df7","2024-08-27T20_37_17Z","Berberis thunbergii","Japanese barberry",82.54526257514954,43.465429,-80.527034,292.27,1,"","","",""
"da5814b9-555d-5d2d-9eae-3cf207e09b0a","2024-08-27T20_34_02Z","Parthenocissus quinquefolia agg.","Virginia creeper",98.81576299667358,43.465488972222,-80.52637,308.393,1,"","","",""
"3c84f7db-68b7-52f0-9f2d-2dab4365c169","2024-08-27T19_20_30Z","Solidago canadensis","Canadian goldenrod",94.53296065330505,43.477994972222,-80.537346972222,378.541,1,"","","",""
"5cfcb9d3-3c9c-5905-91ed-c4a5e70bd68f","2024-08-27T19_19_34Z","Securigera varia","Crown vetch",98.1339156627655,43.477792,-80.537426972222,306.9,1,"","","",""
"fe32e3e6-07bf-5760-b547-f3b4215e3082","2024-08-24T21_02_03Z","Symphyotrichum novae-angliae","Hairy michaelmas-daisy",99.64768290519714,43.5604,-79.718918972222,148.167,1,"","","",""
"5c7a51ec-cb1a-5478-8bc9-a0ce630cd802","2024-08-24T00_11_21Z","Mandevilla sanderi","Brazilian jasmine",98.29207062721252,43.593300972222,-79.645244,123.781,1,"","","",""
"3bb8cfbf-f30e-50eb-a79a-88a8a2eae61e","2024-08-22T17_25_53Z","Symphoricarpos albus","Common snowberry",89.7427499294281,43.468825972222,-80.526529972222,304.133,1,"","","",""
"f6e13902-c24f-50d4-86d0-9bb318b87e09","2024-08-16T14_49_39Z","Lysimachia arvensis","Scarlet pimpernel",99.3288516998291,43.486198972222,-80.530393,280.484,1,"","","",""
"cfed3142-8f04-57e1-91bc-65468021a15c","2024-08-13T18_35_28Z","Hydrangea paniculata","Panicled hydrangea",97.55297899246216,43.475924972222,-80.535837972222,313.5,1,"","","",""
"0df1a991-7fbd-5d25-a528-184af5671751","2024-08-13T18_26_34Z","Phlox paniculata","Fall phlox",98.37654232978821,43.476165972222,-80.530141972222,286.709,1,"","","",""
"e62778ee-8f1e-5d4e-8ced-d1c83131bc43","2024-08-13T18_25_45Z","Silene coronaria","Rose campion",99.59028363227844,43.476159,-80.530118,283.744,1,"","","",""
"855904da-4ebb-520c-82b8-6c5365c83a32","2024-08-13T17_55_09Z","Lepidium densiflorum","Prairie peppergrass",88.27593922615051,43.475501972222,-80.526819,305.049,1,"","","",""
"621601e7-8ce1-5308-9d7d-d7b47708b89b","2024-08-13T17_51_13Z","Dahlia (cultigen)","",90.89753031730652,43.474822,-80.529431972222,298.476,1,"","","",""
"6c94926d-7272-53b0-8449-4adbd8599b95","2024-08-13T17_50_19Z","Tagetes erecta","French marigold",99.77288246154785,43.474691972222,-80.529668,297.945,1,"","","",""
"f6fb5e43-f5c1-5f13-80bd-edd37c8a1726","2024-08-13T17_48_13Z","Daucus carota","Wild carrot",99.13584589958191,43.474218972222,-80.531012,304.502,1,"","","",""
"d23feb76-5696-516c-a4b6-61b6a04759be","2024-08-13T17_42_22Z","Calamagrostis epigejos","Wood small-reed",95.17843127250671,43.47587,-80.533473,311.292,1,"","","",""
"38e2a9aa-e1ee-50cb-919c-dbbd6f079e23","2024-08-11T20_04_48Z","Gymnocladus dioica","Kentucky coffee tree",99.84804391860962,43.473011972222,-80.534042972222,333.398,1,"","","",""
